Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;target system;double bond equivalents
ETIZOLAM;0;342.86;4.2;43.07;2.0;0;23.0;4.0;0.0;C17H15ClN4S;0;0;NERVOUS;12.0
FLUNARIZINE;4;404.5;5.39;6.48;6.0;0;30.0;2.0;0.0;C26H26F2N2;0;0;NERVOUS;14.0
GUACETISAL;0;286.28;2.84;61.83;4.0;0;21.0;5.0;0.0;C16H14O5;0;0;NERVOUS;10.0
NALMEFENE;4;339.44;2.51;52.93;2.0;0;25.0;4.0;2.0;C21H25NO3;1;0;NERVOUS;10.0
LISDEXAMFETAMINE;4;263.38;1.19;81.14;8.0;0;19.0;4.0;5.0;C15H25N3O;1;0;NERVOUS;5.0
ESLICARBAZEPINE ACETATE;4;296.33;3.06;72.63;1.0;0;22.0;5.0;2.0;C17H16N2O3;0;0;NERVOUS;11.0
DESVENLAFAXINE;4;263.38;2.73;43.7;4.0;0;19.0;3.0;2.0;C16H25NO2;1;0;NERVOUS;5.0
LINOPIRDINE;0;391.47;4.88;46.09;5.0;0;30.0;4.0;0.0;C26H21N3O;0;0;NERVOUS;18.0
TRIHEXYPHENIDYL;4;301.47;4.33;23.47;5.0;0;22.0;2.0;1.0;C20H31NO;1;0;NERVOUS;6.0
FENFLURAMINE;4;231.26;3.25;12.03;4.0;0;16.0;1.0;1.0;C12H16F3N;1;0;NERVOUS;4.0
ZOTEPINE;4;331.87;4.88;12.47;4.0;0;22.0;2.0;0.0;C18H18ClNOS;1;0;NERVOUS;10.0
CODEINE;4;299.37;1.5;41.93;1.0;0;22.0;4.0;1.0;C18H21NO3;1;0;NERVOUS;9.0
CARISBAMATE;3;215.64;1.47;72.55;3.0;0;14.0;4.0;3.0;C9H10ClNO3;0;0;NERVOUS;5.0
PINAZEPAM;0;308.77;3.16;32.67;2.0;0;22.0;3.0;0.0;C18H13ClN2O;0;0;NERVOUS;13.0
MAPROTILINE;4;277.41;4.21;12.03;4.0;0;21.0;1.0;1.0;C20H23N;1;0;NERVOUS;10.0
DIHYDROERGOCRYPTINE MESYLATE;0;673.83;2.52;118.21;5.0;0;42.0;10.0;3.0;C33H47N5O8S;0;0;NERVOUS;13.0
ANTIPYRINE;4;188.23;1.48;26.93;1.0;0;14.0;3.0;0.0;C11H12N2O;0;0;NERVOUS;7.0
CLOTHIAPINE;4;343.88;4.13;18.84;0.0;0;23.0;3.0;0.0;C18H18ClN3S;0;0;NERVOUS;11.0
TAFAMIDIS;4;308.12;4.5;63.33;2.0;0;20.0;4.0;1.0;C14H7Cl2NO3;0;1;NERVOUS;11.0
MIANSERIN;4;264.37;3.08;6.48;0.0;0;20.0;2.0;0.0;C18H20N2;0;0;NERVOUS;10.0
MECLOFENOXATE;0;257.72;1.82;38.77;6.0;0;17.0;4.0;0.0;C12H16ClNO3;0;0;NERVOUS;5.0
NITROUS OXIDE;4;44.01;0.34;51.21;0.0;0;3.0;3.0;0.0;N2O;0;1;NERVOUS;0.0
CITALOPRAM;4;324.4;3.81;36.26;5.0;0;24.0;3.0;0.0;C20H21FN2O;1;0;NERVOUS;11.0
CHLORAL HYDRATE;4;165.4;0.67;40.46;0.0;0;7.0;2.0;2.0;C2H3Cl3O2;0;0;NERVOUS;0.0
LEVOSULPIRIDE;2;341.43;0.56;101.73;6.0;0;23.0;7.0;3.0;C15H23N3O4S;0;0;NERVOUS;6.0
PHENETURIDE;4;206.25;1.38;72.19;3.0;0;15.0;4.0;3.0;C11H14N2O2;0;0;NERVOUS;6.0
CEVIMELINE;4;199.32;1.56;12.47;0.0;0;13.0;2.0;0.0;C10H17NOS;1;0;NERVOUS;3.0
PROCAINE;4;236.31;1.77;55.56;6.0;0;17.0;4.0;2.0;C13H20N2O2;1;0;NERVOUS;5.0
PENTAZOCINE;4;285.43;3.88;23.47;2.0;0;21.0;2.0;1.0;C19H27NO;1;0;NERVOUS;7.0
VORTIOXETINE;4;298.46;3.86;15.27;3.0;0;21.0;2.0;1.0;C18H22N2S;1;0;NERVOUS;9.0
AMINO(DIPHENYLHYDANTOIN) VALERIC ACID;0;367.41;1.67;112.73;7.0;0;27.0;7.0;4.0;C20H21N3O4;1;1;NERVOUS;12.0
RIMAZOLIUM;0;251.31;0.75;52.18;2.0;0;18.0;5.0;0.0;C13H19N2O3+;1;0;NERVOUS;6.0
ACETOPHENAZINE;4;411.57;3.49;47.02;7.0;0;29.0;5.0;1.0;C23H29N3O2S;0;0;NERVOUS;11.0
LORAZEPAM;4;321.16;3.1;61.69;1.0;0;21.0;4.0;2.0;C15H10Cl2N2O2;0;0;NERVOUS;11.0
ALAPROCLATE;0;255.75;2.55;52.32;4.0;0;17.0;3.0;2.0;C13H18ClNO2;0;0;NERVOUS;5.0
DEXTROMETHORPHAN;4;271.4;3.38;12.47;1.0;0;20.0;2.0;0.0;C18H25NO;1;0;NERVOUS;7.0
DIBUCAINE;4;343.47;3.49;54.46;10.0;0;25.0;5.0;1.0;C20H29N3O2;1;0;NERVOUS;8.0
DIFLUNISAL;4;250.2;3.04;57.53;2.0;0;18.0;3.0;2.0;C13H8F2O3;0;1;NERVOUS;9.0
EDARAVONE;4;174.2;1.8;32.67;1.0;0;13.0;3.0;0.0;C10H10N2O;0;0;NERVOUS;7.0
PHENGLUTARIMIDE;0;288.39;2.09;49.41;6.0;0;21.0;4.0;1.0;C17H24N2O2;1;0;NERVOUS;7.0
EMYLCAMATE;0;145.2;1.66;52.32;3.0;0;10.0;3.0;2.0;C7H15NO2;0;0;NERVOUS;1.0
PROTHIPENDYL;4;285.42;3.64;19.37;4.0;0;20.0;3.0;0.0;C16H19N3S;1;0;NERVOUS;9.0
PARAMETHADIONE;4;157.17;0.76;46.61;1.0;0;11.0;4.0;0.0;C7H11NO3;0;0;NERVOUS;3.0
FENOZOLONE;0;204.23;1.25;50.69;2.0;0;15.0;4.0;1.0;C11H12N2O2;0;0;NERVOUS;7.0
GABAPENTIN ENACARBIL;4;329.39;2.68;101.93;7.0;0;23.0;7.0;2.0;C16H27NO6;0;1;NERVOUS;4.0
MEDIFOXAMINE;0;257.33;3.03;21.7;6.0;0;19.0;3.0;0.0;C16H19NO2;0;0;NERVOUS;8.0
BUTAPERAZINE;0;409.6;4.91;26.79;7.0;0;29.0;4.0;0.0;C24H31N3OS;0;0;NERVOUS;11.0
PRIMIDONE;4;218.26;0.54;58.2;2.0;0;16.0;4.0;2.0;C12H14N2O2;0;0;NERVOUS;7.0
CAPTODIAME;0;359.6;5.96;3.24;10.0;0;24.0;1.0;0.0;C21H29NS2;1;0;NERVOUS;8.0
STIRIPENTOL;4;234.29;2.84;38.69;2.0;0;17.0;3.0;1.0;C14H18O3;0;0;NERVOUS;6.0
MEPTAZINOL;4;233.35;3.16;23.47;2.0;0;17.0;2.0;1.0;C15H23NO;1;0;NERVOUS;5.0
LORMETAZEPAM;4;335.19;3.13;52.9;1.0;0;22.0;4.0;1.0;C16H12Cl2N2O2;0;0;NERVOUS;11.0
ACAMPROSATE;4;181.21;-0.6;83.47;4.0;0;11.0;5.0;2.0;C5H11NO4S;0;1;NERVOUS;1.0
DEANOL ACEGLUMATE;4;278.3;-0.56;103.7;5.0;0;13.0;6.0;3.0;C11H22N2O6;0;1;NERVOUS;2.0
MODAFINIL;4;273.36;2.01;60.16;5.0;0;19.0;3.0;2.0;C15H15NO2S;0;0;NERVOUS;9.0
BUDIPINE;0;293.45;4.87;3.24;2.0;0;22.0;1.0;0.0;C21H27N;1;0;NERVOUS;9.0
MIDAZOLAM;4;325.77;4.32;30.18;1.0;0;23.0;3.0;0.0;C18H13ClFN3;0;0;NERVOUS;13.0
TRIFLUPERIDOL;4;409.42;4.79;40.54;6.0;0;29.0;3.0;1.0;C22H23F4NO2;0;0;NERVOUS;10.0
ACETAMINOPHEN;4;151.16;1.35;49.33;1.0;0;11.0;3.0;2.0;C8H9NO2;0;0;NERVOUS;5.0
CLONAZEPAM;4;315.72;3.04;84.6;2.0;0;22.0;6.0;1.0;C15H10ClN3O3;0;0;NERVOUS;12.0
MOLINDONE;4;276.38;1.96;45.33;3.0;0;20.0;4.0;1.0;C16H24N2O2;0;0;NERVOUS;6.0
BROMOCRIPTINE;4;654.61;3.19;118.21;5.0;0;43.0;10.0;3.0;C32H40BrN5O5;0;0;NERVOUS;15.0
ESKETAMINE;4;237.73;2.9;29.1;2.0;0;16.0;2.0;1.0;C13H16ClNO;0;0;NERVOUS;6.0
DIHYDROERGOTAMINE;4;583.69;2.08;118.21;4.0;0;43.0;10.0;3.0;C33H37N5O5;0;0;NERVOUS;18.0
VINPOCETINE;4;350.46;4.15;34.47;3.0;0;26.0;4.0;0.0;C22H26N2O2;0;0;NERVOUS;11.0
PYRIDOSTIGMINE;4;181.22;0.57;33.42;1.0;0;13.0;4.0;0.0;C9H13N2O2+;1;0;NERVOUS;5.0
PRAMIPEXOLE;4;211.33;1.58;50.94;3.0;0;14.0;3.0;3.0;C10H17N3S;1;0;NERVOUS;4.0
DEXMEDETOMIDINE;4;200.28;3.18;28.68;2.0;0;15.0;2.0;1.0;C13H16N2;0;0;NERVOUS;7.0
TETRACAINE;4;264.37;2.62;41.57;8.0;0;19.0;4.0;1.0;C15H24N2O2;0;0;NERVOUS;5.0
AMOBARBITAL;4;226.28;1.39;78.76;4.0;0;16.0;5.0;2.0;C11H18N2O3;0;1;NERVOUS;4.0
DEXTROMORAMIDE;4;392.54;3.71;32.78;6.0;0;29.0;4.0;0.0;C25H32N2O2;0;0;NERVOUS;11.0
SERTRALINE;4;306.24;5.18;12.03;2.0;0;20.0;1.0;1.0;C17H17Cl2N;1;0;NERVOUS;9.0
PERAMPANEL;4;349.39;4.44;58.68;3.0;0;27.0;4.0;0.0;C23H15N3O;0;0;NERVOUS;18.0
PROPOXYPHENE;4;339.48;4.28;29.54;8.0;0;25.0;3.0;0.0;C22H29NO2;1;0;NERVOUS;9.0
CHLOROPROCAINE;4;270.76;2.42;55.56;6.0;0;18.0;4.0;2.0;C13H19ClN2O2;1;0;NERVOUS;5.0
THIOPENTAL;4;242.34;1.35;58.2;4.0;0;16.0;4.0;2.0;C11H18N2O2S;0;0;NERVOUS;4.0
FLUPHENAZINE DECANOATE;4;591.78;8.0;36.02;15.0;0;41.0;5.0;0.0;C32H44F3N3O2S;0;0;NERVOUS;11.0
ESZOPICLONE;4;388.82;1.57;91.76;2.0;0;27.0;9.0;0.0;C17H17ClN6O3;0;0;NERVOUS;12.0
BUTORPHANOL;4;327.47;3.37;43.7;2.0;0;24.0;3.0;2.0;C21H29NO2;1;0;NERVOUS;8.0
TECLOZAN;0;502.27;4.02;59.08;14.0;0;30.0;6.0;0.0;C20H28Cl4N2O4;0;0;ANTIPARASITICS;6.0
PROPENIDAZOLE;0;267.24;0.86;104.33;5.0;0;19.0;8.0;0.0;C11H13N3O5;0;0;ANTIPARASITICS;7.0
DILOXANIDE;0;234.08;2.16;40.54;2.0;0;14.0;3.0;1.0;C9H9Cl2NO2;0;0;ANTIPARASITICS;5.0
TILBROQUINOL;0;238.08;3.01;33.12;0.0;0;13.0;2.0;1.0;C10H8BrNO;0;0;ANTIPARASITICS;7.0
BEPHENIUM;0;256.37;3.34;9.23;6.0;0;19.0;2.0;0.0;C17H22NO+;1;0;ANTIPARASITICS;8.0
NITAZOXANIDE;4;307.29;2.23;111.43;4.0;0;21.0;8.0;1.0;C12H9N3O5S;0;0;ANTIPARASITICS;10.0
CHLORQUINALDOL;4;228.08;3.56;33.12;0.0;0;14.0;2.0;1.0;C10H7Cl2NO;0;0;ANTIPARASITICS;7.0
CLEFAMIDE;0;399.23;3.51;92.91;8.0;0;26.0;7.0;1.0;C17H16Cl2N2O5;0;0;ANTIPARASITICS;10.0
TENONITROZOLE;0;255.28;2.37;85.13;3.0;0;16.0;6.0;1.0;C8H5N3O3S2;0;0;ANTIPARASITICS;8.0
FUMAGILLIN;0;458.55;3.92;97.89;10.0;0;33.0;7.0;1.0;C26H34O7;0;1;ANTIPARASITICS;10.0
EMETINE;0;480.65;4.94;52.19;7.0;0;35.0;6.0;1.0;C29H40N2O4;1;0;ANTIPARASITICS;11.0
CHINIOFON;0;435.13;1.79;87.49;1.0;0;16.0;5.0;2.0;C10H7INNaO7S;0;1;ANTIPARASITICS;7.5
TRIMETREXATE;4;369.43;2.74;117.54;6.0;0;27.0;8.0;5.0;C19H23N5O3;0;0;ANTIPARASITICS;11.0
ARSTHINOL;0;347.29;-0.2732783531860301;120.0;3.0;0;18.0;5.0;3.0;C11H14AsNO3S2;0;0;ANTIPARASITICS;5.5
PHANQUONE;0;210.19;1.52;59.92;0.0;0;16.0;4.0;0.0;C12H6N2O2;0;0;ANTIPARASITICS;11.0
DISULFIRAM;4;296.55;3.62;6.48;4.0;0;16.0;2.0;0.0;C10H20N2S4;0;0;ANTIPARASITICS;2.0
ARTEMISININ;4;282.34;2.39;53.99;0.0;0;20.0;5.0;0.0;C15H22O5;0;0;ANTIPARASITICS;5.0
FLUBENDAZOLE;0;313.29;3.11;84.08;3.0;0;23.0;6.0;2.0;C16H12FN3O3;0;0;ANTIPARASITICS;12.0
PYRVINIUM;4;382.53;5.31;12.05;4.0;0;29.0;3.0;0.0;C26H28N3+;1;0;ANTIPARASITICS;15.0
ARTENIMOL;4;284.35;2.19;57.15;0.0;0;20.0;5.0;1.0;C15H24O5;0;0;ANTIPARASITICS;4.0
MESULFEN;0;244.38;4.92;0.0;0.0;0;16.0;0.0;0.0;C14H12S2;0;0;ANTIPARASITICS;9.0
QUININE;4;324.42;3.17;45.59;4.0;0;24.0;4.0;1.0;C20H24N2O2;1;0;ANTIPARASITICS;10.0
NIMORAZOLE;4;226.24;0.12;73.43;4.0;0;16.0;7.0;0.0;C9H14N4O3;0;0;ANTIPARASITICS;5.0
STIBOPHEN;0;769.13;-1.849606659852018;313.0;2.0;0;38.0;16.0;0.0;C12H4Na5O16S4Sb;0;0;ANTIPARASITICS;11.0
THIRAM;0;240.44;2.06;6.48;0.0;0;12.0;2.0;0.0;C6H12N2S4;0;0;ANTIPARASITICS;2.0
NICLOSAMIDE;4;327.12;3.86;92.47;3.0;0;21.0;6.0;2.0;C13H8Cl2N2O4;0;0;ANTIPARASITICS;10.0
ETOFAMIDE;0;427.28;4.56;81.91;10.0;0;28.0;7.0;0.0;C19H20Cl2N2O5;0;0;ANTIPARASITICS;10.0
AMODIAQUINE;4;355.87;5.18;48.39;6.0;0;25.0;4.0;2.0;C20H22ClN3O;1;0;ANTIPARASITICS;11.0
BITHIONOL;4;356.06;5.86;40.46;2.0;0;19.0;2.0;2.0;C12H6Cl4O2S;0;1;ANTIPARASITICS;8.0
SURAMIN HEXASODIUM;3;1429.19;0.40691286294030693;551.0;10.0;0;92.0;23.0;6.0;C51H34N6Na6O23S6;0;0;ANTIPARASITICS;38.0
MILTEFOSINE;4;407.58;5.68;58.59;20.0;0;27.0;5.0;0.0;C21H46NO4P;0;1;ANTIPARASITICS;0.0
DIMETHYL PHTHALATE;0;194.19;1.26;52.6;2.0;0;14.0;4.0;0.0;C10H10O4;0;0;ANTIPARASITICS;6.0
CYCLOGUANIL PAMOATE;4;891.82;1.53;80.0;1.0;0;17.0;5.0;4.0;C45H44Cl2N10O6;0;0;ANTIPARASITICS;28.0
TINIDAZOLE;4;247.28;0.53;95.1;5.0;0;16.0;7.0;0.0;C8H13N3O4S;0;0;ANTIPARASITICS;4.0
PYRIMETHAMINE;4;248.72;2.52;77.82;2.0;0;17.0;4.0;4.0;C12H13ClN4;0;0;ANTIPARASITICS;8.0
FENBENDAZOLE;0;299.36;3.89;67.01;3.0;0;21.0;5.0;2.0;C15H13N3O2S;0;0;ANTIPARASITICS;11.0
BENZNIDAZOLE;4;260.25;1.11;90.06;5.0;0;19.0;7.0;1.0;C12H12N4O3;0;0;ANTIPARASITICS;9.0
GLYCOBIARSOL;0;499.06;-0.2535936750219463;113.0;4.0;0;17.0;6.0;3.0;C8H9AsBiNO6;0;0;ANTIPARASITICS;5.0
MEFLOQUINE;4;378.32;4.45;45.15;2.0;0;26.0;3.0;2.0;C17H16F6N2O;1;0;ANTIPARASITICS;8.0
HALOFANTRINE;4;500.43;8.64;23.47;10.0;0;33.0;2.0;1.0;C26H30Cl2F3NO;1;0;ANTIPARASITICS;10.0
TETRAMETHRIN;0;331.41;2.96;63.68;4.0;0;24.0;5.0;0.0;C19H25NO4;0;0;ANTIPARASITICS;8.0
DIBUTYL PHTHALATE;0;278.35;3.6;52.6;8.0;0;20.0;4.0;0.0;C16H22O4;0;0;ANTIPARASITICS;6.0
DIFETARSONE;0;460.15;0.6051504098862175;139.0;7.0;0;24.0;8.0;6.0;C14H18As2N2O6;0;0;ANTIPARASITICS;7.0
BROXYQUINOLINE;0;302.95;3.47;33.12;0.0;0;13.0;2.0;1.0;C9H5Br2NO;0;0;ANTIPARASITICS;7.0
HYDROXYCHLOROQUINE;4;335.88;3.78;48.39;9.0;0;23.0;4.0;2.0;C18H26ClN3O;1;0;ANTIPARASITICS;7.0
PENTAMIDINE ISETHIONATE;4;592.69;2.88;118.2;10.0;0;25.0;6.0;6.0;C23H36N4O10S2;1;0;ANTIPARASITICS;8.0
ARTESUNATE;4;384.43;2.6;100.52;4.0;0;27.0;8.0;1.0;C19H28O8;0;1;ANTIPARASITICS;6.0
OXANTEL;0;216.28;2.14;35.83;2.0;0;16.0;3.0;1.0;C13H16N2O;1;0;ANTIPARASITICS;7.0
AZANIDAZOLE;0;246.23;0.87;112.76;3.0;0;18.0;8.0;2.0;C10H10N6O2;0;0;ANTIPARASITICS;9.0
CHLOROPHENOTHANE;4;354.49;6.5;0.0;2.0;0;19.0;0.0;0.0;C14H9Cl5;0;0;ANTIPARASITICS;8.0
FEXINIDAZOLE;3;279.32;2.63;70.19;5.0;0;19.0;6.0;0.0;C12H13N3O3S;0;0;ANTIPARASITICS;8.0
DIBUTYLSUCCINATE;0;230.3;2.45;52.6;9.0;0;16.0;4.0;0.0;C12H22O4;0;0;ANTIPARASITICS;2.0
DIETHYLCARBAMAZINE;4;199.3;0.7;26.79;2.0;0;14.0;4.0;0.0;C10H21N3O;0;0;ANTIPARASITICS;2.0
QUINACRINE;2;399.97;5.97;37.39;9.0;0;28.0;4.0;1.0;C23H30ClN3O;1;0;ANTIPARASITICS;10.0
LEVAMISOLE;4;204.3;2.15;15.6;1.0;0;14.0;2.0;0.0;C11H12N2S;0;0;ANTIPARASITICS;7.0
CYCLOBENDAZOLE;0;259.26;2.33;84.08;3.0;0;19.0;6.0;2.0;C13H13N3O3;0;0;ANTIPARASITICS;9.0
PYRANTEL;4;206.31;2.5;15.6;2.0;0;14.0;2.0;0.0;C11H14N2S;1;0;ANTIPARASITICS;6.0
DEHYDROEMETINE;0;478.63;5.01;52.19;7.0;0;35.0;6.0;1.0;C29H38N2O4;1;0;ANTIPARASITICS;12.0
ARTEMETHER;4;298.38;2.84;46.15;1.0;0;21.0;5.0;0.0;C16H26O5;0;0;ANTIPARASITICS;4.0
OXAMNIQUINE;4;279.34;1.81;87.43;5.0;0;20.0;6.0;3.0;C14H21N3O3;1;0;ANTIPARASITICS;6.0
DIMETHYLCARBATE;0;89.09;0.23;40.54;0.0;0;6.0;3.0;1.0;C3H7NO2;0;1;ANTIPARASITICS;1.0
TRICLABENDAZOLE;4;359.67;6.04;37.91;3.0;0;21.0;3.0;1.0;C14H9Cl3N2OS;0;0;ANTIPARASITICS;10.0
TRICHLORFON;4;257.44;2.16;55.76;3.0;0;12.0;4.0;1.0;C4H8Cl3O4P;0;0;ANTIPARASITICS;0.0
BIOALLETHRIN;0;302.41;4.0;43.37;5.0;0;22.0;3.0;0.0;C19H26O3;0;0;ANTIPARASITICS;7.0
CHLOROQUINE;4;319.88;4.81;28.16;8.0;0;22.0;3.0;1.0;C18H26ClN3;1;0;ANTIPARASITICS;7.0
SECNIDAZOLE;4;185.18;0.48;81.19;3.0;0;13.0;6.0;1.0;C7H11N3O3;0;0;ANTIPARASITICS;4.0
MELARSOPROL;3;398.35;-1.5205711423102608;174.0;4.0;0;22.0;9.0;4.0;C12H15AsN6OS2;0;0;ANTIPARASITICS;8.5
MEGLUMINE ANTIMONATE;3;365.98;-3.5015655720958048;168.0;6.0;0;17.0;9.0;7.0;C7H18NO8Sb;0;0;ANTIPARASITICS;0.0
PRIMAQUINE;4;259.35;2.78;60.17;6.0;0;19.0;4.0;3.0;C15H21N3O;1;0;ANTIPARASITICS;7.0
ALPHA-CYPERMETHRIN;0;416.3;6.18;59.32;6.0;0;28.0;4.0;0.0;C22H19Cl2NO3;0;0;ANTIPARASITICS;13.0
PRAZIQUANTEL;4;312.41;2.53;40.62;1.0;0;23.0;4.0;0.0;C19H24N2O2;0;0;ANTIPARASITICS;9.0
DIETHYLTOLUAMIDE;4;191.27;2.48;20.31;3.0;0;14.0;2.0;0.0;C12H17NO;0;0;ANTIPARASITICS;5.0
ETHOHEXADIOL;0;146.23;1.17;40.46;5.0;0;10.0;2.0;2.0;C8H18O2;0;0;ANTIPARASITICS;0.0
DICHLOROPHEN;0;269.13;4.0;40.46;2.0;0;17.0;2.0;2.0;C13H10Cl2O2;0;0;ANTIPARASITICS;8.0
PIPERAZINE;4;86.14;-0.82;24.06;0.0;0;6.0;2.0;2.0;C4H10N2;1;0;ANTIPARASITICS;1.0
ARTEMOTIL;4;312.41;3.23;46.15;2.0;0;22.0;5.0;0.0;C17H28O5;0;0;ANTIPARASITICS;4.0
CYFLUTHRIN;0;434.29;6.32;59.32;6.0;0;29.0;4.0;0.0;C22H18Cl2FNO3;0;0;ANTIPARASITICS;13.0
DESASPIDIN;0;446.5;4.23;141.36;9.0;0;32.0;8.0;4.0;C24H30O8;0;1;ANTIPARASITICS;10.0
PHENOTHRIN;4;350.46;5.76;35.53;6.0;0;26.0;3.0;0.0;C23H26O3;0;0;ANTIPARASITICS;11.0
CLIOQUINOL;4;305.5;3.2;33.12;0.0;0;13.0;2.0;1.0;C9H5ClINO;0;0;ANTIPARASITICS;7.0
CHLOROGUANIDE;4;253.74;2.21;83.79;2.0;0;17.0;5.0;5.0;C11H16ClN5;1;0;ANTIPARASITICS;6.0
NIRIDAZOLE;0;214.21;0.58;88.37;2.0;0;14.0;7.0;1.0;C6H6N4O3S;0;0;ANTIPARASITICS;6.0
ATOVAQUONE;4;366.84;5.51;54.37;2.0;0;26.0;3.0;1.0;C22H19ClO3;0;1;ANTIPARASITICS;13.0
TAFENOQUINE;4;463.5;5.91;78.63;9.0;0;33.0;6.0;3.0;C24H28F3N3O3;1;0;ANTIPARASITICS;11.0
LINDANE;4;290.83;3.64;0.0;0.0;0;12.0;0.0;0.0;C6H6Cl6;0;0;ANTIPARASITICS;1.0
MOXIDECTIN;4;639.83;5.73;116.04;3.0;0;46.0;9.0;2.0;C37H53NO8;0;0;ANTIPARASITICS;12.0
EFLORNITHINE;4;182.17;-0.23;89.34;5.0;0;12.0;4.0;5.0;C6H12F2N2O2;1;1;ANTIPARASITICS;1.0
MEBENDAZOLE;4;295.3;2.97;84.08;3.0;0;22.0;6.0;2.0;C16H13N3O3;0;0;ANTIPARASITICS;12.0
THIABENDAZOLE;4;201.25;2.69;41.57;1.0;0;14.0;3.0;1.0;C10H7N3S;0;0;ANTIPARASITICS;9.0
NITROFURAZONE;4;198.14;0.19;123.76;3.0;0;14.0;8.0;3.0;C6H6N4O4;0;0;ANTIPARASITICS;6.0
PERMETHRIN;4;391.29;6.11;35.53;6.0;0;26.0;3.0;0.0;C21H20Cl2O3;0;0;ANTIPARASITICS;11.0
ACETARSONE;4;275.09;-0.7417736934912291;107.0;2.0;0;15.0;5.0;4.0;C8H10AsNO5;0;0;ANTIPARASITICS;4.5
MALATHION;4;330.36;2.12;71.06;9.0;0;19.0;6.0;0.0;C10H19O6PS2;0;0;ANTIPARASITICS;1.5
ORNIDAZOLE;4;219.63;0.7;81.19;4.0;0;14.0;6.0;1.0;C7H10ClN3O3;0;0;ANTIPARASITICS;4.0
BENZYL BENZOATE;4;212.25;3.04;26.3;3.0;0;16.0;2.0;0.0;C14H12O2;0;0;ANTIPARASITICS;9.0
SODIUM STIBOGLUCONATE;4;907.88;-0.3744484432851589;291.0;6.0;0;43.0;26.0;15.0;C12H35Na3O26Sb2;0;0;ANTIPARASITICS;0.0
DIXANTHOGEN;0;242.41;3.01;18.46;2.0;0;12.0;2.0;0.0;C6H10O2S4;0;0;ANTIPARASITICS;2.0
METRONIDAZOLE;4;171.16;0.09;81.19;3.0;0;12.0;6.0;1.0;C6H9N3O3;0;0;ANTIPARASITICS;4.0
ALBENDAZOLE;4;265.34;3.24;67.01;4.0;0;18.0;5.0;2.0;C12H15N3O2S;0;0;ANTIPARASITICS;7.0
NIFURTIMOX;4;287.3;0.64;106.02;3.0;0;19.0;8.0;0.0;C10H13N3O5S;0;0;ANTIPARASITICS;6.0
BENZYL ALCOHOL;4;108.14;1.18;20.23;1.0;0;8.0;1.0;1.0;C7H8O;0;0;ANTIPARASITICS;4.0
DELTAMETHRIN;0;505.21;6.49;59.32;6.0;0;28.0;4.0;0.0;C22H19Br2NO3;0;0;ANTIPARASITICS;13.0
GUAIACOLSULFONIC ACID;0;204.2;0.65;83.83;2.0;0;13.0;5.0;2.0;C7H8O5S;0;1;RESPIRATORY;4.0
SOBREROL;0;170.25;1.47;40.46;1.0;0;12.0;2.0;2.0;C10H18O2;0;0;RESPIRATORY;2.0
AMBAZONE;0;237.29;-0.86;124.67;2.0;0;16.0;7.0;7.0;C8H11N7S;0;0;RESPIRATORY;7.0
LETOSTEINE;0;279.38;0.79;75.63;7.0;0;17.0;5.0;2.0;C10H17NO4S2;0;1;RESPIRATORY;3.0
ACRIFLAVINE HYDROCHLORIDE;0;578.38;3.136427115830572;121.0;0.0;0;37.0;6.0;7.0;C27H28Cl4N6;0;0;RESPIRATORY;15.0
ACETYLCYSTEINE;4;163.2;-0.49;66.4;3.0;0;10.0;4.0;2.0;C5H9NO3S;0;1;RESPIRATORY;2.0
UMECLIDINIUM BROMIDE;4;508.5;5.14;29.46;8.0;0;32.0;3.0;1.0;C29H34BrNO2;0;0;RESPIRATORY;13.0
BENPROPERINE;0;309.45;4.53;12.47;6.0;0;23.0;2.0;0.0;C21H27NO;1;0;RESPIRATORY;9.0
LEVODROPROPIZINE;3;236.31;0.16;46.94;4.0;0;17.0;4.0;2.0;C13H20N2O2;0;0;RESPIRATORY;5.0
CETIRIZINE;4;388.9;3.15;53.01;8.0;0;27.0;5.0;1.0;C21H25ClN2O3;0;1;RESPIRATORY;10.0
CETRIMONIUM;0;284.55;6.17;0.0;15.0;0;20.0;1.0;0.0;C19H42N+;1;0;RESPIRATORY;0.0
HEXYLRESORCINOL;4;194.27;3.22;40.46;5.0;0;14.0;2.0;2.0;C12H18O2;0;0;RESPIRATORY;4.0
BENZETHONIUM;0;412.64;6.07;18.46;11.0;0;30.0;3.0;0.0;C27H42NO2+;1;0;RESPIRATORY;8.0
CHLORQUINALDOL;4;228.08;3.56;33.12;0.0;0;14.0;2.0;1.0;C10H7Cl2NO;0;0;RESPIRATORY;7.0
STEPRONIN;0;273.33;1.21;83.47;5.0;0;17.0;5.0;2.0;C10H11NO4S2;0;1;RESPIRATORY;6.0
NELTENEXINE;0;488.25;4.92;61.36;5.0;0;25.0;4.0;3.0;C18H20Br2N2O2S;1;0;RESPIRATORY;9.0
OCTENIDINE;2;550.92;9.63;34.58;25.0;0;40.0;4.0;0.0;C36H62N4;1;0;RESPIRATORY;8.0
