Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;double bond equivalents
DIAPOROL G;0;252.35;2.07;57.53;1.0;0;18.0;3.0;2.0;C15H24O3;0;0;4.0
TRIGOFLAVIDOL C;0;286.28;2.98;68.9;2.0;0;21.0;5.0;1.0;C16H14O5;0;0;10.0
DEACETYL CHROMOMYCIN A3;0;1141.22;1.9897214602524755;353.0;18.0;0;80.0;25.0;9.0;C55H80O25;0;0;16.0
PSOROSPERMIN;0;340.33;2.75;81.43;2.0;0;25.0;6.0;1.0;C19H16O6;0;0;12.0
N,N'-DISALICYLALETHYLENEDIAMINE;0;268.32;2.64;65.18;5.0;0;20.0;4.0;2.0;C16H16N2O2;0;0;10.0
PHACLOFEN;0;249.63;1.56;83.55;4.0;0;15.0;4.0;4.0;C9H13ClNO3P;1;1;3.5
2,3-DIHYDROXYBENZOIC ACID;0;154.12;0.8;77.76;1.0;0;11.0;4.0;3.0;C7H6O4;0;1;5.0
PROCYANIDIN B2;0;578.53;3.0;220.76;3.0;0;42.0;12.0;10.0;C30H26O12;0;0;18.0
DIAZOQUINOFLUORENE;0;222.2;0.29;70.54;0.0;0;17.0;4.0;0.0;C13H6N2O2;0;0;12.0
NAHOCOL D2;0;486.65;5.57;96.22;14.0;0;35.0;6.0;3.0;C29H42O6;0;0;9.0
PHOSPHONOXIN;0;437.34;-3.6;194.78;7.0;0;29.0;13.0;6.0;C15H24N3O10P;1;1;5.5
ARAHYPIN-3;0;330.38;2.65;101.15;5.0;0;24.0;5.0;5.0;C19H22O5;0;0;9.0
SARGACHROMANO D;0;428.61;5.93;69.92;9.0;0;31.0;4.0;3.0;C27H40O4;0;0;8.0
DASYSCYPHIN B;0;358.52;5.3;49.69;2.0;0;26.0;3.0;2.0;C23H34O3;0;0;7.0
GSK-1751853A;0;601.69;3.61;144.74;9.0;0;44.0;12.0;5.0;C31H36FN9O3;0;0;18.0
ARISANLACTONE B;0;590.62;0.31;175.12;0.0;0;42.0;12.0;3.0;C30H38O12;0;0;12.0
PETROTETRAYNTRIOL A;0;671.06;11.1;60.69;31.0;0;49.0;3.0;3.0;C46H70O3;0;0;12.0
PAVIOSIDEF;0;1055.22;1.9832773882453816;327.0;13.0;0;74.0;21.0;10.0;C53H82O21;0;0;13.0
ANILERIDINE HYDROCHLORIDE;4;388.94;3.41;55.56;6.0;0;26.0;4.0;2.0;C22H29ClN2O2;1;0;9.0
IRIGENIN TRIMETHYL ETHER;0;402.4;3.51;85.59;7.0;0;29.0;8.0;0.0;C21H22O8;0;0;11.0
BROMOETHANAMINE;0;123.98;0.34;26.02;1.0;0;4.0;1.0;2.0;C2H6BrN;1;0;0.0
MANIOSIDE A;0;738.91;1.5;196.99;5.0;0;52.0;13.0;7.0;C39H62O13;0;0;9.0
JOLKINOATE F;0;458.64;5.82;69.67;5.0;0;33.0;5.0;0.0;C28H42O5;0;0;8.0
CARSATRIN;0;496.59;3.49;81.17;8.0;0;35.0;7.0;2.0;C25H26F2N6OS;0;0;15.0
CUDRATRICUSXANTHONE J;0;396.44;4.63;100.13;2.0;0;29.0;6.0;3.0;C23H24O6;0;0;12.0
DEHYDRONOTOAMIDE C;0;447.54;3.28;87.74;4.0;0;33.0;7.0;2.0;C26H29N3O4;0;0;14.0
CATECHOLINE;0;339.17;0.84;60.69;3.0;0;15.0;4.0;3.0;C11H18INO3;0;0;3.0
MYRTUCOMMULONE F;0;696.88;8.08;186.5;11.0;0;50.0;10.0;5.0;C40H56O10;0;1;13.0
NEU5AC2EN;0;291.26;-3.07;156.55;5.0;0;20.0;9.0;6.0;C11H17NO8;0;1;4.0
DOXEFAZEPAM;0;348.76;1.97;73.13;3.0;0;24.0;5.0;2.0;C17H14ClFN2O3;0;0;11.0
GENTISIDE C;0;392.58;6.98;66.76;16.0;0;28.0;4.0;2.0;C24H40O4;0;0;5.0
DAPHMACROMINE F;0;417.55;2.96;65.07;3.0;0;30.0;6.0;0.0;C24H35NO5;1;0;8.0
TABERNINE A;0;251.33;2.21;30.01;0.0;0;19.0;3.0;1.0;C16H17N3;0;0;10.0
TOCOPHEROL TRIMER IVB;0;1286.1;5.737279376812467;63.2;36.0;0;93.0;6.0;0.0;C87H144O6;0;0;16.0
FLAVIN ADENIN DINUCLEOTIDE;0;785.56;-2.42;362.93;13.0;0;53.0;24.0;10.0;C27H33N9O15P2;0;1;16.0
LEVOMETHORPHAN HYDROBROMIDE;0;352.32;3.38;12.47;1.0;0;20.0;2.0;0.0;C18H26BrNO;1;0;6.0
ETHYL CITRONELLYL PHOPSHOROCHLORIDOTHIONATE;0;298.82;5.28;18.46;9.0;0;17.0;2.0;0.0;C12H24ClO2PS;0;0;0.5
CALLYSPONGENOL B;0;306.45;4.25;20.23;9.0;0;23.0;1.0;1.0;C22H26O;0;0;10.0
MECARBAM;0;329.38;2.63;65.07;8.0;0;19.0;6.0;0.0;C10H20NO5PS2;0;0;1.5
TRICHODERMAMIDE C;0;446.41;-0.06;151.26;4.0;0;32.0;11.0;3.0;C21H22N2O9;0;0;12.0
CALYXIN J;0;686.76;8.22;134.91;7.0;0;51.0;9.0;4.0;C42H38O9;0;0;24.0
BIORESMETHRIN;0;338.45;5.15;39.44;6.0;0;25.0;3.0;0.0;C22H26O3;0;0;10.0
o-Amsacrine;0;393.47;4.51;80.32;5.0;0;28.0;6.0;2.0;C21H19N3O3S;0;0;14.0
PELLOTINE HYDROCHLORIDE;0;273.76;1.96;41.93;2.0;0;17.0;4.0;1.0;C13H20ClNO3;0;0;4.0
BUTYL DIMETHOXYPHOSPHINECARBOXYLATE OXIDE;0;210.17;2.41;61.83;6.0;0;13.0;5.0;0.0;C7H15O5P;0;0;0.5
7,8-EPOXYZAHAVIN A;0;476.57;4.14;100.66;7.0;0;34.0;8.0;0.0;C26H36O8;0;0;9.0
GW576609A;0;691.1;6.57;80.49;8.0;0;40.0;7.0;1.0;C32H27ClF4N4O5S;0;0;19.0
WORTMANNILACTONE D;0;432.56;3.32;96.22;3.0;0;31.0;6.0;3.0;C25H36O6;0;0;8.0
ADRENOGLOMERULOTROPIN;0;216.28;2.38;37.05;1.0;0;16.0;3.0;2.0;C13H16N2O;1;0;7.0
ISOPROPYL CINNAMATE;0;190.24;2.65;26.3;3.0;0;14.0;2.0;0.0;C12H14O2;0;0;6.0
BETA-CCM;0;226.24;2.5;54.98;1.0;0;17.0;4.0;1.0;C13H10N2O2;0;0;10.0
PRENYLETIN;0;246.26;2.84;59.67;3.0;0;18.0;4.0;1.0;C14H14O4;0;0;8.0
Platinum complex;0;786.38;-3.920849216990794;103.0;5.0;0;10.0;5.0;2.0;C24H15BrF8N4Pt+2;0;0;15.0
CHAMISSONIN DIACETATE;0;348.4;2.63;78.9;2.0;0;25.0;6.0;0.0;C19H24O6;0;0;8.0
NORCHLOROEPIBATIDINE;0;174.25;1.69;24.92;1.0;0;13.0;2.0;1.0;C11H14N2;1;0;6.0
OROTIDINE MONOPHOSPHATE;0;368.19;-3.04;208.61;5.0;0;24.0;13.0;6.0;C10H13N2O11P;0;1;5.5
13-OXO-TAXCHININ A;0;612.67;3.01;162.73;6.0;0;44.0;11.0;2.0;C33H40O11;0;0;14.0
CIRSILENEOL;0;344.32;2.9;98.36;4.0;0;25.0;7.0;2.0;C18H16O7;0;0;11.0
SPIRAEOSIDE;0;464.38;-0.54;210.51;4.0;0;33.0;12.0;8.0;C21H20O12;0;1;12.0
Platinum complex;0;1377.84;-3.920849216990794;103.0;5.0;0;10.0;5.0;2.0;C44H28Cl2N12O12Pt2+8;0;0;36.0
METHYL ISONICOTINATE;0;137.14;0.87;39.19;1.0;0;10.0;3.0;0.0;C7H7NO2;0;0;5.0
ISOTSAOKOIN;0;166.22;1.29;37.3;1.0;0;12.0;2.0;1.0;C10H14O2;0;0;4.0
R-RUGULACTONE;0;270.33;3.01;43.37;6.0;0;20.0;3.0;0.0;C17H18O3;0;0;9.0
FENBUTRAZATE;0;367.49;4.19;38.77;7.0;0;27.0;4.0;0.0;C23H29NO3;0;0;10.0
CARAGASININ B;0;486.52;5.32;130.61;5.0;0;36.0;7.0;6.0;C29H26O7;0;0;17.0
GANTOFIBAN;0;447.49;0.87;124.5;7.0;0;32.0;11.0;2.0;C21H29N5O6;0;0;10.0
METHYL DODECYLPHOSPHONOFLUORIDOATE;0;266.34;5.72;26.3;12.0;0;17.0;2.0;0.0;C13H28FO2P;0;0;0.0
4-CHOLESTEN 3-ONE;0;384.65;7.6;17.07;5.0;0;28.0;1.0;0.0;C27H44O;0;0;6.0
BERKELEYTRIONE;0;458.55;2.33;117.97;1.0;0;33.0;7.0;2.0;C26H34O7;0;0;10.0
DROXACIN;0;259.26;1.65;68.53;2.0;0;19.0;5.0;1.0;C14H13NO4;0;1;9.0
OBTUSIFOLIN;0;284.27;2.19;83.83;1.0;0;21.0;5.0;2.0;C16H12O5;0;0;11.0
TERPYRIDINE;0;233.27;3.21;38.67;2.0;0;18.0;3.0;0.0;C15H11N3;0;0;12.0
FLUAZINAM;0;465.09;5.99;111.2;4.0;0;29.0;8.0;1.0;C13H4Cl2F6N4O4;0;0;10.0
TREHAZOLIN;0;366.32;-6.04;204.69;3.0;0;25.0;12.0;9.0;C13H22N2O10;0;0;4.0
LAMELLARIN GAMMA ACETATE;0;573.6;5.61;106.84;7.0;0;42.0;10.0;1.0;C32H31NO9;0;0;18.0
SB-224289;0;520.63;5.58;71.7;3.0;0;39.0;7.0;0.0;C32H32N4O3;1;0;19.0
DI-O-METHYLENDIANDRIN A;0;356.46;4.87;36.92;6.0;0;26.0;4.0;0.0;C22H28O4;0;0;9.0
CAMBENDAZOLE;0;302.36;3.64;79.9;3.0;0;21.0;6.0;2.0;C14H14N4O2S;0;0;10.0
RUMEXNEPOSIDE A;0;446.45;1.36;142.75;6.0;0;32.0;9.0;4.0;C23H26O9;0;0;11.0
CHROTACUMINE B;0;387.43;2.81;100.21;3.0;0;28.0;7.0;2.0;C21H25NO6;0;1;10.0
PIPEROLACTAM C;0;309.32;3.58;56.79;3.0;0;23.0;5.0;1.0;C18H15NO4;0;0;12.0
PONGACHROMENE;0;378.38;4.38;67.13;2.0;0;28.0;6.0;0.0;C22H18O6;0;0;14.0
PARAZOANTHINE C;0;329.36;0.97;120.54;6.0;0;24.0;8.0;5.0;C16H19N5O3;1;0;10.0
MUNDOSERONE;0;342.35;2.83;63.22;3.0;0;25.0;6.0;0.0;C19H18O6;0;0;11.0
COELENTERAZINE;0;423.47;4.69;90.88;5.0;0;32.0;6.0;3.0;C26H21N3O3;0;0;18.0
HARPERFOLIDE;0;548.54;-0.18;178.42;3.0;0;39.0;12.0;3.0;C27H32O12;0;0;12.0
IODOMELATONIN;0;358.18;2.46;54.12;4.0;0;18.0;4.0;2.0;C13H15IN2O2;0;0;7.0
IMPROMIDINE;0;321.45;1.42;105.27;9.0;0;22.0;7.0;5.0;C14H23N7S;1;0;7.0
ARTEKEISKEANOL D;0;374.43;3.85;78.13;9.0;0;27.0;6.0;1.0;C21H26O6;0;0;9.0
SQ-67563;0;295.34;3.37;67.87;6.0;0;22.0;5.0;1.0;C17H17N3O2;0;0;11.0
CHLOROPROMAZINE SULFOXIDE;0;334.87;3.91;23.55;4.0;0;22.0;3.0;0.0;C17H19ClN2OS;1;0;9.0
ANASTOMOSACETAL C;0;430.63;5.02;66.76;2.0;0;31.0;4.0;2.0;C27H42O4;0;0;7.0
GYROSANOLIDE A;0;348.4;1.41;100.9;1.0;0;25.0;6.0;2.0;C19H24O6;0;0;8.0
MADAGASCARENSILIDE B;0;664.83;2.99;153.37;6.0;0;47.0;11.0;4.0;C36H56O11;0;0;9.0
SUBEREAPHENOL;0;260.09;1.19;72.55;3.0;0;14.0;4.0;3.0;C9H10BrNO3;0;0;5.0
PHYTOSPHINGOSINE;0;317.51;3.12;86.71;16.0;0;22.0;4.0;5.0;C18H39NO3;1;0;0.0
CROCACIN A;0;538.69;4.37;102.96;16.0;0;39.0;8.0;2.0;C31H42N2O6;0;0;12.0
ISOPROTURON;0;206.29;2.9;32.34;2.0;0;15.0;3.0;1.0;C12H18N2O;0;0;5.0
CARUIFOLIN B;0;512.64;3.06;110.13;0.0;0;37.0;7.0;2.0;C30H40O7;0;0;11.0
TOCERANIB PHOSPHATE;0;494.46;3.09;77.23;5.0;0;29.0;6.0;3.0;C22H28FN4O6P;0;0;10.5
ANAZOLENE;0;629.65;5.6;220.09;7.0;0;42.0;13.0;5.0;C26H19N3O10S3;0;1;19.0
KOPSILONGINE;0;442.51;2.21;88.54;2.0;0;32.0;8.0;1.0;C24H30N2O6;1;0;11.0
AMIPRILOSE;0;305.37;-0.45;80.62;7.0;0;21.0;7.0;2.0;C14H27NO6;1;0;2.0
AMOORASTATONE;0;516.59;1.97;143.5;2.0;0;37.0;9.0;3.0;C28H36O9;0;0;11.0
TELITHROMYCIN;4;812.02;4.93;171.85;11.0;0;58.0;15.0;1.0;C43H65N5O10;0;0;14.0
BIAPENEM;1;350.4;-1.89;102.37;4.0;0;24.0;8.0;1.0;C15H18N4O4S;0;1;9.0
METHYLPHENIDATE HYDROCHLORIDE;4;269.77;2.09;38.33;3.0;0;17.0;3.0;1.0;C14H20ClNO2;1;0;5.0
4',5-DIHYDROXY-DICLOFENAC;0;328.15;3.78;89.79;4.0;0;21.0;5.0;4.0;C14H11Cl2NO4;0;1;9.0
TRELAGLIPTIN SUCCINATE;3;475.48;0.53;97.05;3.0;0;26.0;7.0;2.0;C22H26FN5O6;1;0;12.0
TASELISIB;3;460.54;3.17;118.67;5.0;0;34.0;10.0;2.0;C24H28N8O2;0;0;15.0
MIVEBRESIB;1;459.47;4.37;93.19;6.0;0;32.0;7.0;2.0;C22H19F2N3O4S;0;0;14.0
ENOXOLONE;2;470.69;6.41;74.6;1.0;0;34.0;4.0;2.0;C30H46O4;0;1;8.0
CALANOLIDE A;1;370.45;4.38;68.9;2.0;0;27.0;5.0;1.0;C22H26O5;0;0;10.0
PAVINETANT;2;459.57;5.15;88.16;7.0;0;33.0;6.0;2.0;C26H25N3O3S;0;1;16.0
TRIFLUOPERAZINE;4;407.51;4.95;9.72;4.0;0;28.0;3.0;0.0;C21H24F3N3S;0;0;10.0
ROPINIROLE;4;260.38;2.85;32.34;7.0;0;19.0;3.0;1.0;C16H24N2O;1;0;6.0
LETEPRINIM POTASSIUM;2;365.39;0.85;129.97;5.0;0;24.0;9.0;3.0;C15H12KN5O4;0;1;12.5
PACRITINIB;3;472.59;4.96;68.74;4.0;0;35.0;7.0;1.0;C28H32N4O3;1;0;15.0
RESATORVID;3;361.82;3.26;72.47;5.0;0;23.0;5.0;1.0;C15H17ClFNO4S;0;0;7.0
ACETIC ACID C-11;2;59.05;0.09;37.3;0.0;0;4.0;2.0;1.0;C2H4O2;0;1;1.0
HALOPERIDOL DECANOATE;4;530.12;8.12;46.61;15.0;0;37.0;4.0;0.0;C31H41ClFNO3;0;0;11.0
FENETHYLLINE;0;341.42;0.65;73.85;6.0;0;25.0;7.0;1.0;C18H23N5O2;1;0;10.0
RELMAPIRAZIN;2;372.29;-4.01;251.08;8.0;0;26.0;14.0;10.0;C12H16N6O8;0;1;8.0
FENOFIBRATE;4;360.84;4.68;52.6;6.0;0;25.0;4.0;0.0;C20H21ClO4;0;0;10.0
6-HYDROXYETODOLAC;0;303.36;3.09;82.55;4.0;0;22.0;5.0;3.0;C17H21NO4;0;1;8.0
METOLAZONE;4;365.84;2.71;92.5;2.0;0;24.0;6.0;3.0;C16H16ClN3O3S;0;0;10.0
CAPMATINIB;4;412.43;3.43;85.07;4.0;0;31.0;7.0;1.0;C23H17FN6O;0;0;18.0
ORTATAXEL;2;871.93;3.66;245.82;10.0;0;62.0;18.0;3.0;C44H57NO17;0;0;17.0
DEQUALINIUM CHLORIDE;4;527.58;6.17;59.8;11.0;0;34.0;4.0;4.0;C30H40Cl2N4;0;0;12.0
TEFINOSTAT;1;495.62;4.79;116.76;14.0;0;36.0;8.0;4.0;C28H37N3O5;0;0;12.0
ETHACIZINE;0;413.54;5.12;61.88;7.0;0;29.0;6.0;1.0;C22H27N3O3S;1;0;11.0
IBERDOMIDE HYDROCHLORIDE;2;485.97;1.86;88.18;6.0;0;33.0;8.0;1.0;C25H28ClN3O5;0;0;13.0
LACTULOSE;4;342.3;-5.4;189.53;5.0;0;23.0;11.0;8.0;C12H22O11;0;0;2.0
PROCARBAZINE;4;221.3;1.05;53.16;5.0;0;16.0;4.0;3.0;C12H19N3O;0;0;5.0
OMEPRAZOLE SODIUM;3;367.41;2.9;77.1;5.0;0;24.0;6.0;1.0;C17H18N3NaO3S;0;0;10.5
BENORILATE;4;313.31;2.79;81.7;4.0;0;23.0;6.0;1.0;C17H15NO5;0;0;11.0
AVIBACTAM;4;265.25;-1.53;130.24;3.0;0;17.0;9.0;3.0;C7H11N3O6S;0;1;4.0
NAFITHROMYCIN;2;859.06;4.12;224.18;10.0;0;60.0;17.0;3.0;C42H62N6O11S;0;0;15.0
HYDROFLUMETHIAZIDE;4;331.3;0.01;118.36;1.0;0;20.0;7.0;4.0;C8H8F3N3O4S2;0;0;5.0
CLOFAZIMINE;4;473.41;7.49;42.21;4.0;0;33.0;4.0;1.0;C27H22Cl2N4;0;0;18.0
ROSIPTOR;3;321.5;3.1;66.48;3.0;0;23.0;3.0;4.0;C20H35NO2;1;0;4.0
ACETYLDIHYDROCODEINE;0;343.42;2.3;48.0;2.0;0;25.0;5.0;0.0;C20H25NO4;1;0;9.0
TRITOQUALINE;4;500.55;3.64;110.94;8.0;0;36.0;10.0;2.0;C26H32N2O8;0;0;12.0
MOL-4239;2;382.26;4.18;65.78;5.0;0;24.0;4.0;1.0;C19H16BrN3O;0;0;13.0
SODIUM DICHLOROACETATE;4;150.92;0.6684928921213595;40.1;1.0;0;7.0;2.0;0.0;C2HCl2NaO2;0;0;1.5
OXELADIN;0;335.49;3.65;38.77;12.0;0;24.0;4.0;0.0;C20H33NO3;1;0;5.0
AMILORIDE;4;229.63;-1.08;156.79;1.0;0;15.0;8.0;8.0;C6H8ClN7O;0;0;6.0
VEVERIMER;3;310.3;3.772337423810368;50.1;10.0;0;19.0;3.0;3.0;C14H29Cl2N3;0;0;1.0
BISMUTH SUBCITRATE;4;590.2;-2.983858536380396;281.0;4.0;0;30.0;14.0;2.0;C12H13BiO14;0;0;6.5
ZAFIRLUKAST;4;575.69;5.7;115.73;8.0;0;41.0;9.0;2.0;C31H33N3O6S;0;1;17.0
HYDROXYCHLOROQUINE;4;335.88;3.78;48.39;9.0;0;23.0;4.0;2.0;C18H26ClN3O;1;0;7.0
DEFACTINIB HYDROCHLORIDE;2;546.96;2.4;142.1;8.0;0;35.0;11.0;3.0;C20H22ClF3N8O3S;0;0;12.0
ORDOPIDINE;1;285.38;2.43;37.38;3.0;0;19.0;3.0;0.0;C14H20FNO2S;0;0;5.0
CLOTIAZEPAM;4;318.83;3.78;32.67;2.0;0;21.0;3.0;0.0;C16H15ClN2OS;0;0;10.0
ETOPOSIDE PHOSPHATE;4;668.54;1.1;207.36;7.0;0;46.0;16.0;4.0;C29H33O16P;0;1;13.5
SODIUM OXYBATE;4;126.09;-0.16;57.53;3.0;0;7.0;3.0;2.0;C4H7NaO3;0;1;1.5
DIMETHACHLOR;0;255.75;2.52;29.54;5.0;0;17.0;3.0;0.0;C13H18ClNO2;0;0;5.0
TRAMADOL;4;263.38;2.63;32.7;4.0;0;19.0;3.0;1.0;C16H25NO2;1;0;5.0
DIANICLINE;3;216.28;1.48;25.36;0.0;0;16.0;3.0;0.0;C13H16N2O;1;0;7.0
OSPEMIFENE;4;378.9;5.65;29.46;8.0;0;27.0;2.0;1.0;C24H23ClO2;0;0;13.0
VENGLUSTAT;3;389.5;4.0;54.46;4.0;0;27.0;5.0;1.0;C20H24FN3O2S;1;0;10.0
CLOREXOLONE;0;328.82;2.28;80.47;2.0;0;21.0;5.0;2.0;C14H17ClN2O3S;0;0;7.0
AR-42;1;312.37;3.18;78.43;5.0;0;23.0;5.0;3.0;C18H20N2O3;0;0;10.0
TOLOXATONE;0;207.23;1.31;49.77;2.0;0;15.0;4.0;1.0;C11H13NO3;0;0;6.0
BI-2536;2;521.67;3.56;102.93;7.0;0;38.0;10.0;2.0;C28H39N7O3;1;0;13.0
SULFIRICIN;0;539.78;2.5395025509629443;143.0;8.0;0;37.0;5.0;2.0;C28H49N3O5S;0;0;6.0
DEXTROAMPHETAMINE SULFATE;4;368.5;1.58;26.02;2.0;0;10.0;1.0;2.0;C18H28N2O4S;1;0;6.0
FLORBETABEN;4;359.44;4.28;39.72;12.0;0;26.0;4.0;1.0;C21H26FNO3;0;0;9.0
INGENOL MEBUTATE;4;430.54;2.33;104.06;3.0;0;31.0;6.0;3.0;C25H34O6;0;0;9.0
METHYLPHENIDATE;4;233.31;2.09;38.33;3.0;0;17.0;3.0;1.0;C14H19NO2;1;0;6.0
ALECTINIB HYDROCHLORIDE;4;519.09;4.77;72.36;3.0;0;36.0;6.0;1.0;C30H35ClN4O2;0;0;15.0
COMBRETASTATIN A-1;1;332.35;3.3;77.38;6.0;0;24.0;6.0;2.0;C18H20O6;0;0;9.0
TAVABOROLE;4;151.93;3.727185104614857;29.5;0.0;0;11.0;3.0;1.0;C7H6BFO2;0;0;4.5
3-CHLORO-CINNAMIC ACID;0;182.61;2.44;37.3;2.0;0;12.0;2.0;1.0;C9H7ClO2;0;1;6.0
DIETHYLPROPION;4;205.3;2.6;20.31;5.0;0;15.0;2.0;0.0;C13H19NO;0;0;5.0
CLOXACILLIN SODIUM;4;475.89;2.55;112.74;4.0;0;29.0;8.0;2.0;C19H19ClN3NaO6S;0;1;11.5
PIPERIDIONE;0;169.22;0.88;46.17;2.0;0;12.0;3.0;1.0;C9H15NO2;0;0;3.0
NEOKOTALANOL;0;345.39;-5.5;182.07;8.0;0;22.0;9.0;9.0;C12H25O9S+;1;0;1.0
GRANOTAPIDE;2;718.73;6.48;128.31;13.0;0;52.0;10.0;1.0;C39H37F3N2O8;0;0;21.0
NISOLDIPINE;4;388.42;3.2;107.77;6.0;0;28.0;8.0;1.0;C20H24N2O6;0;0;10.0
GEMIFLOXACIN MESYLATE;4;485.49;0.97;123.04;5.0;0;28.0;9.0;3.0;C19H24FN5O7S;1;1;10.0
DIMETHOXANATE;0;358.46;4.0;42.01;6.0;0;25.0;5.0;0.0;C19H22N2O3S;1;0;10.0
TIXOCORTOL PIVALATE;0;462.65;4.1;91.67;3.0;0;32.0;5.0;2.0;C26H38O5S;0;0;8.0
BUFLOMEDIL;0;307.39;2.77;48.0;8.0;0;22.0;5.0;0.0;C17H25NO4;1;0;6.0
ENAZADREM;0;299.42;4.01;58.04;8.0;0;22.0;4.0;2.0;C18H25N3O;0;0;8.0
9-AMINOCAMPTOTHECIN;2;363.37;1.66;107.44;1.0;0;27.0;7.0;3.0;C20H17N3O4;0;0;14.0
CHARCOAL, ACTIVATED;3;12.01;0.08;0.0;0.0;0;1.0;0.0;0.0;C;0;0;2.0
PF-4191834;2;393.51;3.77;70.14;5.0;0;28.0;5.0;2.0;C22H23N3O2S;0;0;13.0
BMS-986094;2;658.65;3.35;202.4;11.0;0;46.0;15.0;5.0;C30H39N6O9P;0;0;14.5
CEFORANIDE;4;519.57;-0.71;193.63;10.0;0;35.0;13.0;5.0;C20H21N7O6S2;1;1;14.0
DEZOCINE;4;245.37;3.11;46.25;0.0;0;18.0;2.0;3.0;C16H23NO;1;0;6.0
UCB-1184197;2;549.47;5.58;93.21;8.0;0;36.0;7.0;2.0;C28H29BrN4O3;0;0;16.0
MODIPAFANT;1;605.1;6.35;111.03;7.0;0;44.0;9.0;2.0;C34H29ClN6O3;0;0;23.0
N-(2-FLUOROPHENYL)CINNAMAMIDE;0;241.26;3.48;29.1;3.0;0;18.0;2.0;1.0;C15H12FNO;0;0;10.0
(1S,4R)-7,8-DIHYDROXYCALAMENENE;0;234.34;4.04;40.46;1.0;0;17.0;2.0;2.0;C15H22O2;0;0;5.0
STREPTOMYCIN;4;581.58;-8.16;336.43;9.0;0;40.0;19.0;16.0;C21H39N7O12;1;0;6.0
PENTAMIDINE ISETHIONATE;4;592.69;2.88;118.2;10.0;0;25.0;6.0;6.0;C23H36N4O10S2;1;0;8.0
SEMAXANIB;3;238.29;3.12;44.89;1.0;0;18.0;3.0;2.0;C15H14N2O;0;0;10.0
OXANDROLONE;4;306.45;3.54;46.53;0.0;0;22.0;3.0;1.0;C19H30O3;0;0;5.0
PORFIROMYCIN;3;348.36;-1.31;127.96;3.0;0;25.0;9.0;4.0;C16H20N4O5;0;0;9.0
ISTRADEFYLLINE;4;384.44;2.12;80.28;6.0;0;28.0;8.0;0.0;C20H24N4O4;0;0;11.0
MELIASENIN K;0;458.73;7.8;49.69;6.0;0;33.0;3.0;2.0;C30H50O3;0;0;6.0
NICOFETAMIDE;0;302.38;3.8;41.99;5.0;0;23.0;3.0;1.0;C20H18N2O;0;0;13.0
CHOLESTEROL;4;386.66;7.39;20.23;5.0;0;28.0;1.0;1.0;C27H46O;0;0;5.0
LEVOLEUCOVORIN;4;473.45;-0.73;219.84;10.0;0;34.0;14.0;8.0;C20H23N7O7;0;1;13.0
PAZUFLOXACIN;3;318.3;1.74;94.55;2.0;0;23.0;6.0;3.0;C16H15FN2O4;0;1;10.0
ABEXINOSTAT;3;397.43;2.42;104.04;8.0;0;29.0;8.0;3.0;C21H23N3O5;0;0;12.0
THIOTHIXENE;4;443.64;3.47;43.86;5.0;0;30.0;5.0;0.0;C23H29N3O2S2;0;0;11.0
MEBICAR;0;198.23;-0.37;47.1;0.0;0;14.0;6.0;0.0;C8H14N4O2;0;0;4.0
THAIMOLUCCENSIN C;0;612.67;3.77;155.64;6.0;0;44.0;11.0;1.0;C33H40O11;0;0;14.0
THIOPROPERAZINE;0;446.64;3.18;47.1;6.0;0;30.0;6.0;0.0;C22H30N4O2S2;0;0;10.0
TERAZOSIN;4;387.44;1.06;103.04;4.0;0;28.0;9.0;2.0;C19H25N5O4;0;0;10.0
MICRANOIC ACID B;0;344.5;5.0;54.37;4.0;0;25.0;3.0;1.0;C22H32O3;0;1;7.0
HEME ARGINATE;4;792.72;1.6737152688615495;260.0;13.0;0;55.0;10.0;8.0;C40H48FeN8O6+2;0;0;21.0
NITROGLYCERIN;4;227.09;-1.02;157.11;8.0;0;15.0;12.0;0.0;C3H5N3O9;0;0;3.0
QUIFLAPON;0;587.19;9.01;64.35;9.0;0;41.0;5.0;1.0;C34H35ClN2O3S;0;1;18.0
CRYPTADINE A;0;467.74;5.84;35.58;4.0;0;34.0;4.0;1.0;C30H49N3O;1;0;8.0
METHYL SPONGOATE;0;428.66;6.61;43.37;6.0;0;31.0;3.0;0.0;C28H44O3;0;0;7.0
SUBEREAMOLLINES B;0;539.22;2.44;118.48;9.0;0;29.0;9.0;3.0;C18H25Br2N3O6;0;0;7.0
LOMENIN;0;407.36;2.84;69.64;12.0;0;25.0;5.0;2.0;C17H24Cl2N2O3S;0;1;6.0
PIPERKADSIN C;0;340.38;3.07;64.99;5.0;0;25.0;5.0;1.0;C20H20O5;0;0;11.0
PROPYL THIONOCINNAMATE;0;206.31;3.45;9.23;4.0;0;14.0;1.0;0.0;C12H14OS;0;0;6.0
ARNAMIAL;0;448.94;4.22;93.06;4.0;0;31.0;6.0;2.0;C24H29ClO6;0;0;10.0
ROCAGLAMIDE;0;505.57;3.05;97.69;6.0;0;37.0;8.0;2.0;C29H31NO7;0;0;15.0
HALISULFATE 7;0;452.66;6.62;76.74;10.0;0;31.0;5.0;1.0;C25H40O5S;0;1;6.0
